Student_ID,Date,Subject,Topic,Study_Duration_Min,Difficulty_1_5,Study_Method,Initial_Score,Revision_Count,Days_Since_Study,Later_Score,Focus_Level_1_5,Retention_Score,Retention_Risk
S03846,2026-03-27,Python,Loops,37,5,Practice,68.8,0,14,55.9,3,81.2,Medium
S00582,2026-02-03,Python,Dictionaries,48,1,Video,73.3,4,10,82.1,4,100.0,Low
S04497,2026-01-01,Python,Variables,15,4,Video,71.5,0,2,65.1,4,91.0,Low
S03384,2026-06-13,Deep Learning,CNN,37,3,Reading,72.5,0,1,71.0,4,97.9,Low
S01651,2026-04-13,Agile,Testing,28,5,Video,47.1,1,5,33.7,2,71.4,High
S03179,2026-06-24,DBMS,ER Model,64,5,Flashcards,49.7,0,21,21.9,3,43.9,High
S00559,2026-02-20,IoT,Architecture,19,5,Reading,49.5,4,5,51.7,4,100.0,Low
S04702,2026-04-09,Agile,Retrospective,56,1,Mixed,74.4,4,7,83.1,2,100.0,Low
S00040,2026-08-18,IoT,Actuators,66,5,Practice,61.1,0,2,52.1,5,85.2,Medium
S08307,2026-04-01,Deep Learning,CNN,29,5,Flashcards,61.2,0,7,45.8,4,74.8,High
S08546,2026-04-29,Agile,Development,52,1,Mixed,91.0,4,10,95.3,4,100.0,Low
S01683,2026-04-17,Python,Dictionaries,61,2,Mixed,90.2,1,3,89.1,3,98.7,Low
S01374,2026-06-13,C,Strings,65,2,Video,79.1,0,2,72.8,3,92.0,Low
S05621,2026-03-15,IoT,Protocols,83,3,Video,76.8,1,5,66.4,3,86.5,Medium
S07813,2026-06-20,Python,Loops,22,4,Reading,42.5,0,1,36.3,3,85.2,Medium
S01329,2026-02-05,DBMS,Normalization,24,1,Mixed,67.4,0,2,64.7,4,96.0,Low
S07604,2026-01-22,Deep Learning,Regularization,74,2,Mixed,91.4,0,2,84.1,3,92.0,Low
S08591,2026-01-29,DBMS,Normalization,41,1,Practice,96.9,2,2,99.0,3,100.0,Low
S04562,2026-08-26,Agile,Planning,66,3,Reading,69.7,1,7,54.3,3,77.9,Medium
S03495,2026-06-04,Deep Learning,Regularization,35,3,Practice,66.7,4,10,73.9,3,100.0,Low
S05276,2026-01-06,Python,Functions,45,4,Reading,63.7,1,10,56.8,1,89.1,Medium
S01795,2026-06-14,Python,Dictionaries,58,1,Reading,87.6,2,10,79.3,5,90.6,Low
S02891,2026-03-31,IoT,Architecture,36,4,Flashcards,66.8,1,2,58.5,3,87.6,Medium
S06894,2026-08-19,Deep Learning,CNN,28,5,Video,69.5,0,3,62.2,3,89.4,Medium
S07645,2026-02-14,Agile,Planning,34,2,Mixed,89.2,2,1,94.4,4,100.0,Low
S02683,2026-07-21,Python,Variables,56,2,Reading,83.5,0,14,73.7,4,88.3,Medium
S01048,2026-08-18,Deep Learning,Neural Networks,52,5,Video,51.2,1,5,43.3,4,84.7,Medium
S04651,2026-08-08,Deep Learning,CNN,56,4,Practice,59.7,4,7,61.2,3,100.0,Low
S09322,2026-03-31,Python,Variables,49,3,Practice,62.5,0,3,49.5,4,79.2,Medium
S00174,2026-01-05,C,Structures,55,4,Mixed,66.0,2,5,67.2,4,100.0,Low
S00129,2026-03-18,IoT,Protocols,62,3,Flashcards,86.6,0,5,82.3,5,95.0,Low
S04038,2026-01-13,Python,Functions,52,4,Practice,67.9,1,1,68.6,5,100.0,Low
S09453,2026-02-27,Deep Learning,Neural Networks,43,5,Mixed,66.4,2,2,65.5,3,98.5,Low
S09203,2026-03-30,Deep Learning,Neural Networks,45,1,Reading,75.5,2,1,80.5,4,100.0,Low
S09457,2026-05-11,Agile,Testing,56,3,Video,70.7,0,5,68.7,4,97.2,Low
S02515,2026-03-01,Deep Learning,Backpropagation,65,2,Practice,74.5,1,10,63.9,4,85.8,Medium
S06193,2026-01-01,Python,Loops,15,4,Practice,66.2,1,5,57.4,3,86.6,Medium
S04143,2026-07-12,Python,Variables,18,5,Practice,49.0,0,3,41.5,3,84.8,Medium
S06741,2026-05-24,DBMS,SQL,69,3,Mixed,57.3,1,2,50.7,2,88.5,Medium
S00817,2026-02-03,Python,Lists,37,1,Flashcards,87.5,1,2,92.2,3,100.0,Low
S09328,2026-03-06,Deep Learning,RNN,40,1,Reading,76.5,0,3,73.5,2,96.2,Low
S02369,2026-07-07,Deep Learning,Backpropagation,36,4,Practice,67.4,1,5,59.8,4,88.8,Medium
S08480,2026-06-03,Deep Learning,Regularization,25,4,Video,43.6,2,7,37.6,2,86.2,Medium
S00147,2026-08-05,Python,Variables,38,5,Video,48.4,0,1,43.3,3,89.6,Medium
S09044,2026-08-19,IoT,Actuators,54,2,Video,67.6,2,2,68.2,3,100.0,Low
S01977,2026-04-04,Agile,Testing,59,1,Mixed,77.7,1,21,60.8,3,78.2,Medium
S00057,2026-06-14,Python,Functions,30,2,Practice,82.8,1,10,78.3,3,94.6,Low
S08994,2026-01-19,Agile,Requirements,27,2,Practice,87.8,1,1,91.4,4,100.0,Low
S02119,2026-04-28,DBMS,SQL,15,1,Practice,85.3,1,2,85.0,2,99.7,Low
S01327,2026-03-10,C,Strings,88,2,Mixed,79.9,3,5,84.6,3,100.0,Low
S08204,2026-08-06,Deep Learning,Backpropagation,69,4,Mixed,75.2,0,7,60.8,3,80.9,Medium
S07078,2026-08-17,Python,Lists,66,4,Practice,67.8,0,2,65.7,5,96.9,Low
S08921,2026-02-12,Deep Learning,Regularization,45,3,Practice,81.4,3,5,85.5,3,100.0,Low
S01204,2026-04-28,IoT,Sensors,52,2,Reading,96.2,2,14,86.1,4,89.5,Medium
S03118,2026-02-28,IoT,Actuators,56,3,Reading,76.5,0,14,52.9,3,69.2,High
S03042,2026-07-10,Agile,Testing,56,5,Video,56.3,2,5,53.7,4,95.4,Low
S01566,2026-01-22,DBMS,SQL,49,3,Practice,64.1,3,7,66.0,3,100.0,Low
S08300,2026-03-30,Deep Learning,Regularization,49,3,Flashcards,66.9,2,14,58.5,4,87.5,Medium
S09395,2026-02-23,Agile,Planning,80,3,Practice,80.9,1,7,70.4,3,87.0,Medium
S08229,2026-07-24,IoT,Sensors,60,3,Video,82.4,2,5,81.2,4,98.5,Low
S00228,2026-06-18,Python,Functions,34,4,Practice,53.5,2,2,58.1,3,100.0,Low
S04214,2026-02-17,Agile,Retrospective,18,5,Mixed,57.2,1,7,48.4,5,84.5,Medium
S09626,2026-02-08,Python,Dictionaries,95,1,Mixed,98.0,2,14,96.3,4,98.2,Low
S02005,2026-06-22,Python,Variables,52,1,Reading,80.1,3,2,97.3,4,100.0,Low
S02859,2026-03-22,IoT,Actuators,20,2,Reading,91.5,1,2,90.9,3,99.3,Low
S09065,2026-08-20,Deep Learning,Regularization,23,3,Practice,68.9,2,3,67.3,4,97.8,Low
S00712,2026-03-07,Deep Learning,RNN,22,4,Video,62.0,4,3,70.5,3,100.0,Low
S04456,2026-01-23,IoT,Architecture,49,2,Video,76.6,2,3,76.1,3,99.3,Low
S02436,2026-07-06,Deep Learning,Regularization,49,1,Practice,90.4,2,7,91.2,4,100.0,Low
S05471,2026-07-03,Agile,Retrospective,58,3,Mixed,92.1,0,21,68.3,5,74.2,High
S09700,2026-03-30,C,Arrays,38,4,Mixed,61.4,3,3,68.3,3,100.0,Low
S05854,2026-06-01,Deep Learning,CNN,22,2,Practice,78.1,3,5,82.6,3,100.0,Low
S05090,2026-07-30,C,Strings,30,5,Practice,69.1,3,3,71.3,2,100.0,Low
S00154,2026-03-27,Agile,Retrospective,69,1,Practice,98.0,2,5,99.0,4,100.0,Low
S08523,2026-06-01,DBMS,Indexes,62,5,Video,72.7,1,3,66.8,3,91.9,Low
S02057,2026-05-31,Python,Dictionaries,53,3,Mixed,68.9,3,5,71.9,3,100.0,Low
S05248,2026-04-21,IoT,Architecture,47,4,Mixed,80.9,1,5,72.8,2,90.0,Low
S01458,2026-01-02,Agile,Retrospective,22,4,Practice,62.8,3,5,60.7,2,96.7,Low
S09353,2026-08-05,C,Strings,25,1,Practice,76.5,0,2,74.7,4,97.6,Low
S02780,2026-01-15,DBMS,Indexes,64,1,Reading,84.5,1,3,86.6,3,100.0,Low
S08146,2026-04-23,Deep Learning,Backpropagation,50,1,Reading,53.8,1,14,40.8,1,75.8,Medium
S04012,2026-06-16,Agile,Requirements,58,2,Reading,76.7,0,1,71.1,3,92.7,Low
S07300,2026-02-06,IoT,Protocols,66,1,Practice,68.8,3,5,74.0,2,100.0,Low
S04576,2026-01-24,Python,Lists,45,4,Mixed,68.0,1,5,63.5,2,93.5,Low
S09946,2026-05-25,C,Strings,42,5,Video,64.3,2,1,61.7,4,96.0,Low
S04682,2026-08-07,IoT,MQTT,48,5,Mixed,79.1,1,10,70.9,3,89.6,Medium
S00401,2026-01-19,Python,Dictionaries,15,1,Video,88.2,0,3,88.4,5,100.0,Low
S07128,2026-01-18,Agile,Retrospective,40,4,Reading,64.3,3,3,67.0,4,100.0,Low
S07469,2026-08-19,Python,Loops,49,5,Practice,60.1,2,1,58.2,2,96.8,Low
S04389,2026-03-30,Deep Learning,CNN,43,5,Reading,48.6,3,1,52.4,4,100.0,Low
S08222,2026-05-02,Python,Lists,46,4,Reading,53.5,0,2,42.5,3,79.4,Medium
S04576,2026-01-05,Python,Functions,46,5,Flashcards,59.3,0,1,50.3,4,84.8,Medium
S00888,2026-07-07,IoT,Protocols,48,3,Practice,78.9,1,10,74.3,5,94.1,Low
S06316,2026-08-07,Python,Dictionaries,31,3,Video,76.6,1,14,65.1,3,85.0,Medium
S03428,2026-01-02,IoT,Sensors,43,4,Practice,55.9,0,3,46.9,3,83.9,Medium
S00660,2026-01-30,Agile,Testing,47,2,Flashcards,89.9,2,21,79.8,4,88.8,Medium
S02414,2026-02-08,Deep Learning,Neural Networks,68,2,Practice,71.2,2,5,76.1,3,100.0,Low
S04223,2026-06-09,DBMS,SQL,44,1,Mixed,75.1,0,10,62.2,3,82.9,Medium
S06934,2026-07-09,IoT,Protocols,66,4,Mixed,59.1,3,5,61.0,4,100.0,Low
S06892,2026-06-24,Agile,Retrospective,70,1,Flashcards,83.7,0,7,68.9,4,82.3,Medium
S02435,2026-08-23,Agile,Retrospective,16,4,Mixed,55.3,2,3,56.3,2,100.0,Low
S05722,2026-06-16,Python,Functions,48,4,Flashcards,69.5,0,14,59.0,4,84.9,Medium
S09530,2026-04-26,Agile,Development,46,2,Mixed,74.1,2,7,74.7,3,100.0,Low
S02853,2026-01-10,C,Pointers,41,4,Flashcards,51.2,2,3,49.6,4,96.9,Low
S02631,2026-08-15,Agile,Development,15,1,Mixed,82.1,2,1,83.5,4,100.0,Low
S03956,2026-04-03,Agile,Planning,51,2,Video,80.7,4,5,94.7,4,100.0,Low
S06415,2026-08-05,Deep Learning,Regularization,48,4,Reading,63.3,3,1,68.5,3,100.0,Low
S00647,2026-07-23,IoT,Architecture,77,3,Reading,71.8,2,7,72.5,5,100.0,Low
S09394,2026-02-17,DBMS,Normalization,95,1,Practice,80.9,2,7,74.9,4,92.7,Low
S00843,2026-07-02,C,Arrays,28,5,Flashcards,67.5,4,3,76.6,4,100.0,Low
S00807,2026-01-02,Python,Dictionaries,46,3,Video,90.6,1,1,88.2,4,97.4,Low
S02792,2026-02-19,Deep Learning,Neural Networks,69,1,Practice,93.5,3,7,99.0,4,100.0,Low
S05339,2026-04-26,C,Structures,52,1,Reading,83.3,0,10,72.8,3,87.4,Medium
S01369,2026-01-14,IoT,Sensors,24,1,Flashcards,80.6,1,7,76.2,3,94.5,Low
S04594,2026-04-28,Python,Loops,70,5,Video,75.6,1,14,59.9,4,79.2,Medium
S03549,2026-04-14,C,Functions,45,2,Flashcards,73.6,1,10,66.6,3,90.5,Low
S09790,2026-06-04,Deep Learning,CNN,61,2,Reading,95.1,0,7,93.9,3,98.7,Low
S04076,2026-07-26,C,Structures,27,4,Reading,63.6,3,21,52.7,4,82.9,Medium
S04587,2026-01-01,Deep Learning,Regularization,37,4,Mixed,72.1,1,10,58.2,3,80.7,Medium
S01798,2026-05-20,Deep Learning,CNN,49,3,Practice,85.6,2,1,88.9,3,100.0,Low
S01399,2026-04-17,IoT,Architecture,71,1,Mixed,76.3,4,2,93.7,3,100.0,Low
S00359,2026-02-12,DBMS,Transactions,33,1,Reading,82.8,2,21,71.9,5,86.8,Medium
S07440,2026-05-28,Python,Variables,27,5,Practice,65.5,0,10,52.4,2,79.9,Medium
S05891,2026-02-19,IoT,MQTT,64,3,Practice,69.1,0,3,57.8,4,83.6,Medium
S02519,2026-03-12,Python,Dictionaries,38,3,Mixed,78.0,1,7,77.5,4,99.3,Low
S05947,2026-02-02,C,Arrays,26,4,Flashcards,49.0,1,10,34.2,2,69.7,High
S00466,2026-04-17,Deep Learning,Backpropagation,44,1,Reading,81.4,0,7,77.8,4,95.6,Low
S09749,2026-04-30,Agile,Planning,47,5,Reading,38.6,1,10,26.5,3,68.7,High
S06450,2026-01-24,Agile,Testing,15,2,Mixed,74.4,1,2,78.0,4,100.0,Low
S05904,2026-05-11,Agile,Development,44,3,Mixed,83.9,1,21,66.3,3,79.1,Medium
S09494,2026-01-03,IoT,Sensors,28,3,Reading,80.5,0,3,76.4,4,95.0,Low
S07727,2026-02-23,Agile,Development,40,5,Mixed,59.6,0,5,52.3,3,87.7,Medium
S04832,2026-04-29,Deep Learning,RNN,30,5,Video,60.7,3,5,58.5,3,96.4,Low
S03655,2026-03-12,C,Arrays,15,1,Mixed,85.3,1,2,89.4,5,100.0,Low
S00279,2026-03-09,Python,Dictionaries,35,1,Mixed,86.3,2,5,89.4,4,100.0,Low
S03686,2026-08-19,Python,Functions,53,5,Mixed,85.2,0,5,69.7,3,81.8,Medium
S08048,2026-01-10,Deep Learning,Neural Networks,59,1,Reading,81.3,2,7,78.2,1,96.2,Low
S04765,2026-03-06,Agile,Development,53,1,Video,76.2,1,10,73.4,2,96.3,Low
S05695,2026-02-21,DBMS,Indexes,55,2,Reading,82.4,1,10,78.7,4,95.5,Low
S09326,2026-05-22,Agile,Testing,39,4,Mixed,65.5,2,14,53.6,2,81.8,Medium
S00674,2026-08-16,Python,Lists,57,5,Reading,68.7,1,5,61.1,3,88.9,Medium
S07373,2026-02-20,Python,Dictionaries,51,1,Video,97.5,3,14,99.0,5,100.0,Low
S06301,2026-08-15,Python,Loops,50,3,Mixed,64.1,0,5,54.7,4,85.3,Medium
S04799,2026-05-16,Python,Functions,39,5,Reading,55.5,4,1,61.8,5,100.0,Low
S08127,2026-08-08,Agile,Requirements,62,4,Practice,70.6,1,2,65.7,4,93.0,Low
S02307,2026-02-13,C,Strings,35,2,Mixed,69.3,1,3,66.8,4,96.5,Low
S07995,2026-01-21,Python,Lists,41,4,Practice,51.1,0,21,19.2,3,37.6,High
S03179,2026-02-17,Agile,Requirements,49,4,Flashcards,47.8,2,3,41.2,2,86.1,Medium
S05328,2026-07-28,Deep Learning,RNN,49,5,Mixed,62.0,1,3,52.6,3,84.8,Medium
S05610,2026-08-13,IoT,Actuators,88,2,Video,86.4,2,10,80.9,2,93.6,Low
S09132,2026-01-12,Deep Learning,RNN,31,4,Flashcards,69.7,1,21,49.1,3,70.5,High
S06884,2026-02-10,C,Structures,79,3,Practice,72.2,3,5,73.6,2,100.0,Low
S08854,2026-01-06,Python,Variables,53,2,Practice,79.2,2,21,63.7,2,80.4,Medium
S07235,2026-04-16,C,Structures,60,2,Practice,88.0,0,3,79.3,3,90.2,Low
S00045,2026-01-21,IoT,MQTT,15,5,Mixed,60.3,1,3,52.5,4,87.1,Medium
S00445,2026-06-18,DBMS,Indexes,45,3,Practice,60.8,2,5,64.2,3,100.0,Low
S08019,2026-02-28,Python,Functions,48,4,Flashcards,71.5,1,7,66.0,5,92.3,Low
S02260,2026-05-03,Python,Variables,36,2,Practice,64.5,1,7,58.0,3,89.9,Medium
S00003,2026-07-18,Deep Learning,Neural Networks,33,1,Reading,76.5,1,7,77.0,5,100.0,Low
S01569,2026-02-13,Python,Variables,46,3,Flashcards,57.5,0,7,48.9,4,85.0,Medium
S02225,2026-06-21,Agile,Retrospective,95,2,Reading,92.5,1,2,91.4,4,98.8,Low
S08821,2026-02-12,DBMS,Normalization,37,1,Reading,82.7,1,5,85.2,5,100.0,Low
S06169,2026-05-07,DBMS,Indexes,69,4,Reading,67.9,0,21,44.6,3,65.7,High
S08188,2026-06-26,Deep Learning,Neural Networks,32,5,Practice,58.3,1,1,61.1,4,100.0,Low
S03516,2026-06-19,Agile,Retrospective,19,4,Mixed,61.0,3,10,55.9,5,91.7,Low
S07512,2026-06-04,Agile,Retrospective,34,5,Video,63.5,0,7,48.0,2,75.5,Medium
S09871,2026-05-22,IoT,Sensors,54,1,Reading,93.9,3,1,99.0,3,100.0,Low
S06743,2026-06-03,Agile,Planning,48,4,Practice,73.9,2,1,75.5,2,100.0,Low
S01572,2026-03-27,Python,Lists,43,4,Mixed,69.9,0,2,61.6,4,88.2,Medium
S03143,2026-07-23,Agile,Requirements,54,5,Practice,64.9,1,14,41.0,3,63.2,High
S01728,2026-02-05,Deep Learning,RNN,44,3,Mixed,75.6,1,2,68.4,3,90.5,Low
S07205,2026-02-10,IoT,Sensors,69,5,Video,70.6,1,7,62.6,4,88.6,Medium
S07808,2026-06-05,Python,Loops,61,4,Practice,63.3,3,5,69.2,4,100.0,Low
S04175,2026-08-09,Agile,Development,49,1,Mixed,92.9,0,7,84.2,3,90.7,Low
S04232,2026-06-09,C,Pointers,34,4,Video,68.0,0,1,62.9,4,92.4,Low
S06038,2026-08-01,Deep Learning,Regularization,31,2,Mixed,73.9,1,7,71.3,4,96.5,Low
S01362,2026-05-22,Deep Learning,RNN,32,3,Flashcards,51.7,4,7,59.9,3,100.0,Low
S08014,2026-08-18,Python,Loops,71,1,Video,78.5,2,21,63.9,2,81.5,Medium
S08637,2026-01-13,Python,Loops,47,1,Practice,91.6,4,2,99.0,3,100.0,Low
S01432,2026-05-06,DBMS,Transactions,65,3,Practice,70.4,2,10,63.8,3,90.6,Low
S08519,2026-06-10,Agile,Retrospective,49,4,Video,63.7,0,7,43.2,4,67.9,High
S09062,2026-07-18,C,Arrays,51,5,Practice,64.2,0,7,54.1,3,84.2,Medium
S01408,2026-07-04,DBMS,SQL,78,3,Mixed,95.5,0,2,93.2,3,97.6,Low
S05581,2026-02-22,Python,Variables,58,5,Practice,62.4,1,5,51.1,3,81.8,Medium
S07994,2026-08-25,C,Strings,33,2,Mixed,60.3,2,2,63.2,4,100.0,Low
S04488,2026-06-14,C,Strings,52,2,Reading,73.7,2,5,74.4,2,100.0,Low
S06350,2026-06-18,IoT,Actuators,28,2,Video,62.5,0,10,47.5,3,76.0,Medium
S04277,2026-04-20,Deep Learning,CNN,32,1,Practice,82.6,0,14,73.8,2,89.3,Medium
S02365,2026-05-16,Deep Learning,Regularization,62,4,Mixed,82.2,1,3,85.8,4,100.0,Low
S02953,2026-02-16,Python,Loops,40,5,Mixed,45.1,2,3,43.9,3,97.5,Low
S01862,2026-03-21,IoT,Sensors,20,3,Reading,84.8,1,2,85.8,5,100.0,Low
S02761,2026-03-10,DBMS,Transactions,62,2,Mixed,85.3,3,5,88.8,4,100.0,Low
S07940,2026-04-27,DBMS,ER Model,59,1,Flashcards,67.6,1,10,61.9,4,91.6,Low
S04454,2026-08-05,Deep Learning,Backpropagation,41,5,Mixed,63.2,2,10,59.1,5,93.4,Low
S01685,2026-05-16,IoT,Protocols,66,1,Practice,75.3,2,2,76.3,3,100.0,Low
S01357,2026-01-03,DBMS,Indexes,37,5,Mixed,54.9,1,21,29.6,4,53.9,High
S08165,2026-03-06,IoT,Actuators,50,5,Flashcards,51.2,1,2,47.3,3,92.3,Low
S09465,2026-05-01,Agile,Planning,75,3,Mixed,80.5,0,5,64.4,2,80.1,Medium
S00322,2026-03-04,DBMS,Transactions,58,4,Practice,73.4,0,3,66.1,2,90.1,Low
S05799,2026-05-24,Agile,Development,36,2,Mixed,95.6,0,21,78.6,4,82.2,Medium
S05100,2026-04-08,IoT,Protocols,39,5,Mixed,47.4,2,3,43.2,4,91.0,Low
S08511,2026-06-04,DBMS,ER Model,19,1,Reading,76.5,2,14,76.1,4,99.4,Low
S09314,2026-05-23,Agile,Development,56,3,Video,72.7,2,5,70.1,5,96.5,Low
S04639,2026-05-31,Deep Learning,Regularization,38,1,Flashcards,72.1,1,1,76.1,3,100.0,Low
S04861,2026-04-17,Python,Variables,15,5,Practice,51.1,4,1,55.7,4,100.0,Low
S07438,2026-05-24,C,Arrays,34,1,Video,69.1,2,2,72.7,4,100.0,Low
S03100,2026-03-07,DBMS,Indexes,26,2,Reading,61.2,0,3,59.5,4,97.1,Low
S08580,2026-04-05,DBMS,Indexes,19,4,Mixed,74.1,1,10,60.0,5,81.0,Medium
S03933,2026-03-03,Python,Lists,32,3,Practice,63.6,0,14,45.4,3,71.4,High
S06820,2026-02-27,IoT,Sensors,40,2,Video,74.7,0,5,67.0,3,89.7,Medium
S07718,2026-02-27,C,Functions,48,4,Practice,57.8,4,5,57.1,1,98.9,Low
S06754,2026-04-09,Python,Functions,33,3,Video,68.5,2,21,52.6,3,76.8,Medium
S03207,2026-08-02,Python,Loops,15,3,Practice,78.6,1,10,79.7,4,100.0,Low
S04443,2026-05-22,Agile,Planning,46,1,Mixed,80.8,2,21,71.9,4,89.0,Medium
S03376,2026-04-18,Agile,Testing,17,1,Mixed,86.5,2,2,89.6,4,100.0,Low
S00725,2026-06-23,Deep Learning,Regularization,46,4,Practice,79.7,1,1,74.6,5,93.7,Low
S08939,2026-06-26,C,Arrays,36,3,Flashcards,74.5,1,5,66.2,4,88.8,Medium
S09284,2026-04-29,DBMS,Normalization,52,3,Mixed,76.3,0,2,71.2,3,93.3,Low
S04690,2026-06-17,DBMS,Transactions,69,5,Flashcards,61.4,2,7,54.6,3,89.0,Medium
S05108,2026-03-14,DBMS,Normalization,58,2,Mixed,88.1,0,1,87.4,4,99.2,Low
S02408,2026-05-24,Python,Variables,80,2,Reading,81.8,2,7,80.1,2,98.0,Low
S02837,2026-04-26,Agile,Retrospective,26,1,Video,73.7,1,10,57.4,3,77.9,Medium
S02685,2026-02-27,Agile,Testing,35,3,Flashcards,55.8,2,1,63.5,4,100.0,Low
S07791,2026-01-18,IoT,Actuators,64,4,Mixed,81.0,2,14,70.1,3,86.5,Medium
S01683,2026-06-21,IoT,Actuators,45,5,Mixed,46.1,0,5,36.6,2,79.2,Medium
S02364,2026-03-11,Deep Learning,Backpropagation,60,2,Practice,93.8,0,7,84.5,1,90.1,Low
S06097,2026-02-12,IoT,Architecture,48,1,Reading,76.4,3,2,91.2,2,100.0,Low
S03236,2026-01-25,Python,Functions,66,4,Mixed,90.0,1,10,80.9,4,89.9,Medium
S07374,2026-08-27,DBMS,ER Model,41,1,Practice,72.2,1,5,65.9,4,91.2,Low
S09348,2026-06-14,Deep Learning,Neural Networks,51,5,Reading,64.9,1,21,39.0,3,60.1,High
S04707,2026-03-27,Python,Dictionaries,59,3,Flashcards,56.5,3,3,66.8,2,100.0,Low
S04757,2026-01-13,Python,Variables,46,5,Video,61.5,2,5,51.7,2,84.1,Medium
S01147,2026-02-06,DBMS,Indexes,45,1,Video,96.2,2,3,99.0,2,100.0,Low
S00035,2026-04-07,Deep Learning,Regularization,48,5,Video,60.9,2,3,55.5,3,91.1,Low
S08779,2026-07-26,IoT,Sensors,69,1,Practice,92.1,4,1,99.0,3,100.0,Low
S09844,2026-01-25,Python,Functions,76,2,Practice,85.3,1,7,83.4,4,97.8,Low
S08145,2026-03-17,IoT,Architecture,35,5,Flashcards,55.7,3,1,61.7,4,100.0,Low
S01404,2026-01-23,C,Pointers,59,3,Flashcards,73.2,0,2,67.1,2,91.6,Low
S09261,2026-07-29,Agile,Planning,29,5,Mixed,62.8,1,7,51.5,3,82.0,Medium
S08369,2026-05-27,DBMS,Normalization,35,5,Video,72.3,2,7,61.0,3,84.3,Medium
S06345,2026-01-02,IoT,MQTT,47,2,Practice,73.6,1,5,71.2,2,96.7,Low
S04980,2026-03-12,DBMS,Indexes,38,2,Mixed,70.1,1,1,63.1,5,90.0,Medium
S00277,2026-08-11,Agile,Retrospective,63,4,Practice,88.4,0,1,76.6,4,86.6,Medium
S03218,2026-02-17,C,Arrays,39,4,Mixed,69.0,1,14,52.2,5,75.7,Medium
S06970,2026-05-15,IoT,Protocols,18,5,Practice,60.7,1,10,48.7,4,80.2,Medium
S07792,2026-03-16,C,Strings,77,1,Practice,84.1,3,5,93.0,3,100.0,Low
S01738,2026-07-24,Python,Loops,47,4,Video,72.0,0,14,60.0,3,83.3,Medium
S05204,2026-08-01,DBMS,Indexes,53,4,Mixed,81.2,2,1,83.9,4,100.0,Low
S07430,2026-06-18,C,Structures,39,4,Practice,71.1,0,2,65.4,2,92.0,Low
S09328,2026-08-17,IoT,MQTT,27,5,Mixed,62.2,1,5,49.9,3,80.1,Medium
S09905,2026-06-09,Python,Loops,55,1,Flashcards,74.9,3,5,82.3,4,100.0,Low
S06401,2026-02-26,Deep Learning,Regularization,42,4,Practice,60.7,1,5,46.7,3,76.9,Medium
S09717,2026-07-30,Python,Lists,40,3,Reading,65.4,1,2,67.1,5,100.0,Low
S00812,2026-02-07,C,Structures,34,5,Mixed,63.8,0,2,54.6,4,85.5,Medium
S08182,2026-06-09,Agile,Requirements,47,5,Mixed,90.5,3,2,91.7,4,100.0,Low
S07963,2026-03-04,Python,Loops,42,3,Practice,87.4,2,3,89.9,5,100.0,Low
S07471,2026-06-07,DBMS,Transactions,49,4,Video,56.4,1,3,51.2,2,90.8,Low
S02637,2026-04-27,Deep Learning,Backpropagation,35,2,Video,58.8,0,7,51.7,3,88.0,Medium
S05789,2026-06-22,C,Functions,48,4,Video,70.0,0,5,65.1,1,92.9,Low
S03916,2026-04-20,Deep Learning,RNN,26,5,Flashcards,66.7,0,2,60.0,2,89.9,Medium
S04357,2026-07-17,IoT,Architecture,60,1,Reading,83.7,0,1,79.8,5,95.3,Low
S05315,2026-05-12,Python,Lists,52,2,Practice,74.3,2,21,62.0,3,83.5,Medium
S06693,2026-05-31,IoT,Sensors,50,5,Flashcards,61.2,2,3,55.3,3,90.4,Low
S08714,2026-03-13,Python,Loops,57,2,Reading,73.2,2,2,72.3,4,98.7,Low
S01123,2026-03-03,Deep Learning,Neural Networks,57,5,Reading,55.9,0,1,39.4,3,70.4,High
S05488,2026-04-21,IoT,Sensors,27,3,Mixed,68.3,1,5,66.9,3,97.9,Low
S06524,2026-03-14,C,Structures,65,5,Practice,67.2,1,5,53.1,1,78.9,Medium
S07177,2026-08-14,IoT,Protocols,15,5,Practice,50.5,0,10,36.3,4,71.9,High
S06989,2026-04-08,Python,Loops,44,4,Practice,67.5,0,7,56.1,4,83.2,Medium
S05869,2026-04-18,Deep Learning,RNN,37,5,Practice,59.7,1,3,54.9,4,92.1,Low
S04354,2026-05-02,C,Arrays,69,1,Flashcards,98.0,0,3,90.6,4,92.5,Low
S03610,2026-01-30,Python,Variables,72,3,Video,81.3,1,1,83.2,3,100.0,Low
S08790,2026-02-27,Deep Learning,CNN,44,3,Practice,85.2,2,5,80.6,3,94.6,Low
S02872,2026-07-02,Python,Lists,80,3,Reading,67.1,2,3,59.3,2,88.4,Medium
S08306,2026-02-03,DBMS,Indexes,32,5,Mixed,46.2,2,5,41.9,2,90.7,Low
S08779,2026-03-31,IoT,Architecture,40,2,Reading,75.5,1,14,64.7,3,85.7,Medium
S05104,2026-02-06,Python,Dictionaries,31,3,Mixed,84.6,4,14,84.6,5,100.0,Low
S04886,2026-06-11,IoT,Protocols,43,4,Reading,75.9,1,3,75.5,3,99.5,Low
S01627,2026-03-23,IoT,MQTT,42,1,Practice,74.5,2,14,73.9,3,99.1,Low
S04023,2026-07-02,IoT,Protocols,59,1,Practice,95.7,0,10,92.3,3,96.5,Low
